congress,chamber,session,roll_call,bill,date,democratic,description,document_number,document_title,independent,question,question_text,republican,result,source,tie_breaker,tie_breaker_vote,time,total,url,vote_type,vote_uri
110,Senate,2,101,"{'bill_id': 's2739-110', 'number': 'S.2739', 'sponsor_id': 'B000468', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s2739.json', 'title': 'A bill to authorize certain programs and activities in the Department of the Interior, the Forest Service, and the Department of Energy, to implement further the Act approving the Covenant to Establish a Commonwealth of the Northern Mariana Islands in Political Union with the United States of America, to amend the Compact of Free Association Amendments Act of 2003, and for other purposes.', 'latest_action': 'Became Public Law No: 110-229.'}",2008-04-10,"{'yes': 47, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",S.2739; Consolidated Natural Resources Act of 2008,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On Passage of the Bill,,"{'yes': 42, 'no': 4, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Passed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00101.xml,,,15:34:00,"{'yes': 91, 'no': 4, 'present': 0, 'not_voting': 5}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00101,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/101.json
110,Senate,2,102,"{'bill_id': '-110', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2008-04-10,"{'yes': 44, 'no': 0, 'present': 0, 'not_voting': 5, 'majority_position': 'Yes'}","Confirmation Brian Stacy Miller, of Arkansas, to be US District Judge",,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 1}",On the Nomination,,"{'yes': 43, 'no': 0, 'present': 0, 'not_voting': 6, 'majority_position': 'Yes'}",Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00102.xml,,,17:56:00,"{'yes': 88, 'no': 0, 'present': 0, 'not_voting': 12}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00102,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/102.json
110,Senate,2,103,"{'bill_id': 'hr1195-110', 'number': 'H.R.1195', 'sponsor_id': 'O000006', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/hr1195.json', 'title': 'To amend the Safe, Accountable, Flexible, Efficient Transportation Equity Act: A Legacy for Users to make technical corrections, and for other purposes.', 'latest_action': 'Became Public Law No: 110-244.'}",2008-04-14,"{'yes': 44, 'no': 0, 'present': 0, 'not_voting': 5, 'majority_position': 'Yes'}",Motion to Invoke Cloture on the Motion to Proceed to Consider H.R. 1195; SAFETEA-LU Technical Corrections Act of 2008,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion,,"{'yes': 47, 'no': 1, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00103.xml,,,17:31:00,"{'yes': 93, 'no': 1, 'present': 0, 'not_voting': 6}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00103,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/103.json
110,Senate,2,104,"{'bill_id': 'hr1195-110', 'number': 'H.R.1195', 'sponsor_id': 'O000006', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/hr1195.json', 'title': 'To amend the Safe, Accountable, Flexible, Efficient Transportation Equity Act: A Legacy for Users to make technical corrections, and for other purposes.', 'latest_action': 'Became Public Law No: 110-244.'}",2008-04-16,"{'yes': 44, 'no': 3, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}","Motion to Table DeMint Motion to Recommit H.R. 1195, with Instructions; SAFETEA-LU Technical Corrections Act of 2008",,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion to Table the Motion to Recommit,,"{'yes': 32, 'no': 15, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00104.xml,,,14:16:00,"{'yes': 78, 'no': 18, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00104,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/104.json
110,Senate,2,105,"{'bill_id': 'hr1195-110', 'number': 'H.R.1195', 'sponsor_id': 'O000006', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/hr1195.json', 'title': 'To amend the Safe, Accountable, Flexible, Efficient Transportation Equity Act: A Legacy for Users to make technical corrections, and for other purposes.', 'latest_action': 'Became Public Law No: 110-244.'}",2008-04-17,"{'yes': 42, 'no': 3, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}","Boxer Amdt. No. 4539, as Modified; To call for a review by the Department of Justice of allegations of violations of Federal criminal law.",,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 20, 'no': 25, 'present': 0, 'not_voting': 4, 'majority_position': 'No'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00105.xml,,,15:35:00,"{'yes': 64, 'no': 28, 'present': 0, 'not_voting': 8}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00105,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/105.json
110,Senate,2,106,"{'bill_id': 'hr1195-110', 'number': 'H.R.1195', 'sponsor_id': 'O000006', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/hr1195.json', 'title': 'To amend the Safe, Accountable, Flexible, Efficient Transportation Equity Act: A Legacy for Users to make technical corrections, and for other purposes.', 'latest_action': 'Became Public Law No: 110-244.'}",2008-04-17,"{'yes': 6, 'no': 39, 'present': 0, 'not_voting': 4, 'majority_position': 'No'}","Coburn Amdt. No. 4538; To create a bipartisan, bicameral special committee to investigate the improper insertion of an earmark for Coconut Road into the conference report of the 2005 highway bill after both chambers of Congress had approved identical vers",,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 43, 'no': 2, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00106.xml,,,16:00:00,"{'yes': 49, 'no': 43, 'present': 0, 'not_voting': 8}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00106,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/106.json
110,Senate,2,107,"{'bill_id': 'hr1195-110', 'number': 'H.R.1195', 'sponsor_id': 'O000006', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/hr1195.json', 'title': 'To amend the Safe, Accountable, Flexible, Efficient Transportation Equity Act: A Legacy for Users to make technical corrections, and for other purposes.', 'latest_action': 'Became Public Law No: 110-244.'}",2008-04-17,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Motion to Invoke Cloture on the Boxer Amdt. No. 4146 (Subst.); In the nature of a substitute.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion ,,"{'yes': 43, 'no': 2, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00107.xml,,,16:18:00,"{'yes': 90, 'no': 2, 'present': 0, 'not_voting': 8}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00107,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/107.json
110,Senate,2,108,"{'bill_id': 'hr1195-110', 'number': 'H.R.1195', 'sponsor_id': 'O000006', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/hr1195.json', 'title': 'To amend the Safe, Accountable, Flexible, Efficient Transportation Equity Act: A Legacy for Users to make technical corrections, and for other purposes.', 'latest_action': 'Became Public Law No: 110-244.'}",2008-04-17,"{'yes': 44, 'no': 0, 'present': 0, 'not_voting': 5, 'majority_position': 'Yes'}",H.R. 1195 As Amended; SAFETEA-LU Technical Corrections Act of 2008,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 1}",On Passage of the Bill,,"{'yes': 43, 'no': 2, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Passed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00108.xml,,,16:33:00,"{'yes': 88, 'no': 2, 'present': 0, 'not_voting': 10}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00108,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/108.json
110,Senate,2,109,"{'bill_id': 's1315-110', 'number': 'S.1315', 'sponsor_id': 'A000069', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s1315.json', 'title': ""An act to amend title 38, United States Code, to enhance veterans' insurance and housing benefits, to improve benefits and services for transitioning servicemembers, and for other purposes."", 'latest_action': 'Message on House action received in Senate and at desk: House amendment to Senate bill.'}",2008-04-22,"{'yes': 46, 'no': 0, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Motion to Invoke Cloture on the Motion to Proceed to S.1315; Veterans' Benefits Enhancement Act of 2007,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion,,"{'yes': 46, 'no': 0, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00109.xml,,,12:00:00,"{'yes': 94, 'no': 0, 'present': 0, 'not_voting': 6}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00109,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/109.json
110,Senate,2,110,"{'bill_id': 'hr2831-110', 'number': 'H.R.2831', 'sponsor_id': 'M000725', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/hr2831.json', 'title': 'To amend title VII of the Civil Rights Act of 1964, the Age Discrimination in Employment Act of 1967, the Americans With Disabilities Act of 1990, and the Rehabilitation Act of 1973 to clarify that a discriminatory compensation decision or other practice that is unlawful under such Acts occurs each time compensation is paid pursuant to the discriminatory compensation decision or other practice, and for other purposes.', 'latest_action': 'Committee on the Judiciary. Hearings held.'}",2008-04-23,"{'yes': 48, 'no': 1, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Motion to Invoke Cloture on the Motion to Proceed to Consider H.R. 2831; Lilly Ledbetter Fair Pay Act of 2007,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion,,"{'yes': 6, 'no': 41, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00110.xml,,,18:17:00,"{'yes': 56, 'no': 42, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00110,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/110.json
110,Senate,2,111,"{'bill_id': 's1315-110', 'number': 'S.1315', 'sponsor_id': 'A000069', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s1315.json', 'title': ""An act to amend title 38, United States Code, to enhance veterans' insurance and housing benefits, to improve benefits and services for transitioning servicemembers, and for other purposes."", 'latest_action': 'Message on House action received in Senate and at desk: House amendment to Senate bill.'}",2008-04-24,"{'yes': 1, 'no': 47, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Burr Amdt. No. 4572; To increase benefits for disabled U.S. veterans and provide a fair benefit to World War II Filipino veterans for their service to the United States.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 40, 'no': 7, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00111.xml,,,12:16:00,"{'yes': 41, 'no': 56, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00111,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/111.json
110,Senate,2,112,"{'bill_id': 's1315-110', 'number': 'S.1315', 'sponsor_id': 'A000069', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s1315.json', 'title': ""An act to amend title 38, United States Code, to enhance veterans' insurance and housing benefits, to improve benefits and services for transitioning servicemembers, and for other purposes."", 'latest_action': 'Message on House action received in Senate and at desk: House amendment to Senate bill.'}",2008-04-24,"{'yes': 48, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",S.1315 as Amended; Veterans' Benefits Enhancement Act of 2007,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On Passage of the Bill,,"{'yes': 46, 'no': 1, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Passed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00112.xml,,,12:39:00,"{'yes': 96, 'no': 1, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00112,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/112.json
110,Senate,2,113,"{'bill_id': 'hr493-110', 'number': 'H.R.493', 'sponsor_id': 'S000480', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/hr493.json', 'title': 'To prohibit discrimination on the basis of genetic information with respect to health insurance and employment.', 'latest_action': 'Became Public Law No: 110-233.'}",2008-04-24,"{'yes': 47, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",H.R.493 as Amended; Genetic Information Nondiscrimination Act of 2008,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On Passage of the Bill,,"{'yes': 46, 'no': 0, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Passed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00113.xml,,,14:14:00,"{'yes': 95, 'no': 0, 'present': 0, 'not_voting': 5}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00113,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/113.json
110,Senate,2,114,"{'bill_id': 'hr2881-110', 'number': 'H.R.2881', 'sponsor_id': 'O000006', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/hr2881.json', 'title': 'To amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2011, to improve aviation safety and capacity, to provide stable funding for the national aviation system, and for other purposes.', 'latest_action': 'Returned to the Calendar. Calendar No. 383.'}",2008-04-28,"{'yes': 42, 'no': 0, 'present': 0, 'not_voting': 7, 'majority_position': 'Yes'}",Motion to Invoke Cloture on the Motion to Proceed to Consider H.R.2881; FAA Reauthorization Act of 2007,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion,,"{'yes': 44, 'no': 0, 'present': 0, 'not_voting': 5, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00114.xml,,,17:31:00,"{'yes': 88, 'no': 0, 'present': 0, 'not_voting': 12}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00114,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/114.json
110,Senate,2,115,"{'bill_id': 'hr2881-110', 'number': 'H.R.2881', 'sponsor_id': 'O000006', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/hr2881.json', 'title': 'To amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2008 through 2011, to improve aviation safety and capacity, to provide stable funding for the national aviation system, and for other purposes.', 'latest_action': 'Returned to the Calendar. Calendar No. 383.'}",2008-05-06,"{'yes': 44, 'no': 1, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Motion to Invoke Cloture on the Rockefeller Amdt. No. 4627 (Subst.) to H.R. 2881; In the nature of a substitute.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion ,,"{'yes': 3, 'no': 41, 'present': 0, 'not_voting': 5, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00115.xml,,,14:32:00,"{'yes': 49, 'no': 42, 'present': 0, 'not_voting': 9}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00115,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/115.json
110,Senate,2,116,"{'bill_id': 's2284-110', 'number': 'S.2284', 'sponsor_id': 'D000388', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s2284.json', 'title': 'An original bill to amend the National Flood Insurance Act of 1968, to restore the financial solvency of the flood insurance fund, and for other purposes.', 'latest_action': 'See also H.R.3121.'}",2008-05-06,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Motion to Invoke Cloture on the Motion to Proceed to Consider S.2284; Flood Insurance Reform and Modernization Act of 2007,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion,,"{'yes': 43, 'no': 1, 'present': 0, 'not_voting': 5, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00116.xml,,,14:57:00,"{'yes': 90, 'no': 1, 'present': 0, 'not_voting': 9}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00116,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/116.json
110,Senate,2,117,"{'bill_id': 's2284-110', 'number': 'S.2284', 'sponsor_id': 'D000388', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s2284.json', 'title': 'An original bill to amend the National Flood Insurance Act of 1968, to restore the financial solvency of the flood insurance fund, and for other purposes.', 'latest_action': 'See also H.R.3121.'}",2008-05-07,"{'yes': 7, 'no': 38, 'present': 0, 'not_voting': 4, 'majority_position': 'No'}",Wicker Amdt. No. 4719; To provide for the optional purchase of insurance against loss resulting from physical damage to or loss of real property or personal property related thereto located in the United States arising from any flood or windstorm.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 12, 'no': 34, 'present': 0, 'not_voting': 3, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00117.xml,,,18:03:00,"{'yes': 19, 'no': 74, 'present': 0, 'not_voting': 7}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00117,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/117.json
110,Senate,2,118,"{'bill_id': 's2284-110', 'number': 'S.2284', 'sponsor_id': 'D000388', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s2284.json', 'title': 'An original bill to amend the National Flood Insurance Act of 1968, to restore the financial solvency of the flood insurance fund, and for other purposes.', 'latest_action': 'See also H.R.3121.'}",2008-05-07,"{'yes': 16, 'no': 29, 'present': 0, 'not_voting': 4, 'majority_position': 'No'}",Vitter Amdt. No. 4722; To increase maximum coverage limits.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 11, 'no': 35, 'present': 0, 'not_voting': 3, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00118.xml,,,18:31:00,"{'yes': 27, 'no': 66, 'present': 0, 'not_voting': 7}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00118,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/118.json
110,Senate,2,119,"{'bill_id': 's2284-110', 'number': 'S.2284', 'sponsor_id': 'D000388', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s2284.json', 'title': 'An original bill to amend the National Flood Insurance Act of 1968, to restore the financial solvency of the flood insurance fund, and for other purposes.', 'latest_action': 'See also H.R.3121.'}",2008-05-07,"{'yes': 15, 'no': 29, 'present': 0, 'not_voting': 5, 'majority_position': 'No'}",Vitter Amdt. No. 4723; To allow for a reasonable 5-year phase-in period for adjusted premiums.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 8, 'no': 38, 'present': 0, 'not_voting': 3, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00119.xml,,,18:50:00,"{'yes': 23, 'no': 69, 'present': 0, 'not_voting': 8}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00119,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/119.json
110,Senate,2,120,"{'bill_id': 's2284-110', 'number': 'S.2284', 'sponsor_id': 'D000388', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s2284.json', 'title': 'An original bill to amend the National Flood Insurance Act of 1968, to restore the financial solvency of the flood insurance fund, and for other purposes.', 'latest_action': 'See also H.R.3121.'}",2008-05-07,"{'yes': 20, 'no': 24, 'present': 0, 'not_voting': 5, 'majority_position': 'None'}",Landrieu Amdt. No. 4705 As Further Modified; To require the Comptroller General to conduct a study regarding mandatory purchasing requirements.,,,"{'yes': 1, 'no': 1, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 9, 'no': 37, 'present': 0, 'not_voting': 3, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00120.xml,,,19:07:00,"{'yes': 30, 'no': 62, 'present': 0, 'not_voting': 8}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00120,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/120.json
110,Senate,2,121,"{'bill_id': 's2284-110', 'number': 'S.2284', 'sponsor_id': 'D000388', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s2284.json', 'title': 'An original bill to amend the National Flood Insurance Act of 1968, to restore the financial solvency of the flood insurance fund, and for other purposes.', 'latest_action': 'See also H.R.3121.'}",2008-05-08,"{'yes': 42, 'no': 5, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}","Motion to Waive S. Con. Res. 21, 110th, Sect. 201, re: Dodd Amdt. No. 4707; In the nature of a substitute.",,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion ,,"{'yes': 26, 'no': 21, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00121.xml,,,12:04:00,"{'yes': 70, 'no': 26, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00121,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/121.json
110,Senate,2,122,"{'bill_id': 's2284-110', 'number': 'S.2284', 'sponsor_id': 'D000388', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s2284.json', 'title': 'An original bill to amend the National Flood Insurance Act of 1968, to restore the financial solvency of the flood insurance fund, and for other purposes.', 'latest_action': 'See also H.R.3121.'}",2008-05-08,"{'yes': 41, 'no': 3, 'present': 0, 'not_voting': 5, 'majority_position': 'Yes'}",Durbin Amdt. No. 4715 as Modified; To provide that no changes in flood insurance status for any areas located in the St. Louis District of the Corps of Engineers can go into effect until the remapping process is completed for that entire District.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 25, 'no': 21, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00122.xml,,,15:50:00,"{'yes': 68, 'no': 24, 'present': 0, 'not_voting': 8}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00122,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/122.json
110,Senate,2,123,"{'bill_id': 's2284-110', 'number': 'S.2284', 'sponsor_id': 'D000388', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s2284.json', 'title': 'An original bill to amend the National Flood Insurance Act of 1968, to restore the financial solvency of the flood insurance fund, and for other purposes.', 'latest_action': 'See also H.R.3121.'}",2008-05-13,"{'yes': 1, 'no': 48, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",McConnell Amdt. No. 4720; Of a perfecting nature.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 41, 'no': 6, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00123.xml,,,11:25:00,"{'yes': 42, 'no': 56, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00123,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/123.json
110,Senate,2,124,"{'bill_id': 's2284-110', 'number': 'S.2284', 'sponsor_id': 'D000388', 'api_uri': 'https://api.propublica.org/congress/v1/110/bills/s2284.json', 'title': 'An original bill to amend the National Flood Insurance Act of 1968, to restore the financial solvency of the flood insurance fund, and for other purposes.', 'latest_action': 'See also H.R.3121.'}",2008-05-13,"{'yes': 49, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Reid Amdt. No. 4737; To increase the supply and lower the cost of petroleum by temporarily suspending the acquisition of petroleum for the Strategic Petroleum Reserve.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 46, 'no': 1, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1102/vote_110_2_00124.xml,,,11:50:00,"{'yes': 97, 'no': 1, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=110&session=2&vote=00124,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/2/votes/124.json
